uitkomstmaat,model,ggd_regio,b,ll,ul,referentie_regio,beta_referentie_regio,goedkoper_dan_ref_regio,duurder_dan_ref_regio,verschil,se,t,pvalue,type_uitkomstmaat
Alg_gez_0goed_1slecht,6,GGD Regio Twente,0.21314962446111088,0.20298088120019236,0.2233183677220294,GGD West-Brabant,0.24231217172154984,True,False,-0.02916254726043896,0.005188210890828863,41.083454189939125,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Noord- en Oost-Gelderland,0.2150102100063623,0.20639849093677712,0.2236219290759475,GGD West-Brabant,0.24231217172154984,True,False,-0.027301961715187534,0.004393799068297533,48.93492093384971,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,Veiligheids- en Gezondheidsregio Gelderland-Midden,0.2154911012034843,0.2036908295490824,0.2272913728578862,GGD West-Brabant,0.24231217172154984,True,False,-0.026821070518065537,0.006020635622437484,35.792084875623424,4.989881170140406e-280,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Gelderland-Zuid,0.21904804717446638,0.20973554990014762,0.22836054444878515,GGD West-Brabant,0.24231217172154984,True,False,-0.02326412454708346,0.004751344245765784,46.10233143381973,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Regio Utrecht,0.22729911903862127,0.2204807864593566,0.23411745161788594,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.0034787924561917793,65.33851096349817,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Hollands-Noorden,0.23071612509144876,0.221143150724681,0.24028909945821653,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.004884242682984597,47.236826682507484,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Zaanstreek/Waterland,0.22746542523275814,0.21813605169769065,0.23679479876782564,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.004759954709966359,47.787308723020544,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Kennemerland,0.21716755020284198,0.20777461544639828,0.22656048495928569,GGD West-Brabant,0.24231217172154984,True,False,-0.02514462151870786,0.0047923843831832865,45.31513602391612,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Amsterdam,0.21395475652481666,0.20362867611033317,0.22428083693930015,GGD West-Brabant,0.24231217172154984,True,False,-0.028357415196733182,0.005268486133571504,40.61029128680212,0.0,Gezondheid
Alg_gez_0goed_1slecht,6,GGD Gooi en Vechtstreek,0.2271572849440105,0.21424434864780426,0.24007022124021674,GGD West-Brabant,0.24231217172154984,False,False,0.0,0.006588330042910843,34.47873489404734,4.798787050802913e-260,Gezondheid
